,Pokemon Number,Stat Total,HP,Attack,Defense,Sp.Atk,Sp.Def,Speed,First Type,Second Type,First Ability,Second Ability,Hidden Ability,Generation,Egg Group 1,Egg Group 2,Is Sub Legendary,Is Legendary,Is Mythical,Is Fully Evolved
Flutter Mane,987,570,55,55,55,135,135,135,Ghost,Fairy,Protosynthesis,None,None,9,Undiscovered,None,FALSE,FALSE,FALSE,TRUE
Slither Wing,988,570,85,135,79,85,105,81,Bug,Fighting,Protosynthesis,None,None,9,Undiscovered,None,FALSE,FALSE,FALSE,TRUE
Sandy Shocks,989,570,85,81,97,121,85,101,Electric,Ground,Protosynthesis,None,None,9,Undiscovered,None,FALSE,FALSE,FALSE,TRUE
Iron Treads,990,570,90,112,120,72,70,106,Ground,Steel,Quark Drive,None,None,9,Undiscovered,None,FALSE,FALSE,FALSE,TRUE
Iron Bundle,991,570,56,80,114,124,60,136,Ice,Water,Quark Drive,None,None,9,Undiscovered,None,FALSE,FALSE,FALSE,TRUE
Iron Hands,992,570,154,140,108,50,68,50,Fighting,Electric,Quark Drive,None,None,9,Undiscovered,None,FALSE,FALSE,FALSE,TRUE
Iron Jugulis,993,570,94,80,86,122,80,108,Dark,Flying,Quark Drive,None,None,9,Undiscovered,None,FALSE,FALSE,FALSE,TRUE
Iron Moth,994,570,80,70,60,140,110,110,Fire,Poison,Quark Drive,None,None,9,Undiscovered,None,FALSE,FALSE,FALSE,TRUE
Iron Thorns,995,570,100,134,110,70,84,72,Rock,Electric,Quark Drive,None,None,9,Undiscovered,None,FALSE,FALSE,FALSE,TRUE
Frigibax,996,320,65,75,45,35,45,55,Dragon,Ice,Thermal Exchange,None,Ice Body,9,Dragon,Mineral,FALSE,FALSE,FALSE,FALSE
Arctibax,997,423,90,95,66,45,65,62,Dragon,Ice,Thermal Exchange,None,Ice Body,9,Dragon,Mineral,FALSE,FALSE,FALSE,FALSE
Baxcalibur,998,600,115,145,92,75,86,87,Dragon,Ice,Thermal Exchange,None,Ice Body,9,Dragon,Mineral,FALSE,FALSE,FALSE,TRUE
Gimmighoul,999,300,45,30,70,75,70,10,Ghost,None,Rattled,None,None,9,Undiscovered,None,FALSE,FALSE,FALSE,FALSE
Gholdengo,1000,550,87,60,95,133,91,84,Steel,Ghost,Good as Gold,None,None,9,Undiscovered,None,FALSE,FALSE,FALSE,TRUE
Wo-Chien,1001,570,85,85,100,95,135,70,Dark,Grass,Tablets of Ruin,None,None,9,Undiscovered,None,TRUE,FALSE,FALSE,TRUE
Chien-Pao,1002,570,80,120,80,90,65,135,Dark,Ice,Sword of Ruin,None,None,9,Undiscovered,None,TRUE,FALSE,FALSE,TRUE
Ting-Lu,1003,570,155,110,125,55,80,45,Dark,Ground,Vessel of Ruin,None,None,9,Undiscovered,None,TRUE,FALSE,FALSE,TRUE
Chi-Yu,1004,570,55,80,80,135,120,100,Dark,Fire,Beads of Ruin,None,None,9,Undiscovered,None,TRUE,FALSE,FALSE,TRUE
Roaring Moon,1005,590,105,139,71,55,101,119,Dragon,Dark,Protosynthesis,None,None,9,Undiscovered,None,FALSE,FALSE,FALSE,TRUE
Iron Valiant,1006,590,74,130,90,120,60,116,Fairy,Fighting,Quark Drive,None,None,9,Undiscovered,None,FALSE,FALSE,FALSE,TRUE
Koraidon,1007,670,100,135,115,85,100,135,Fighting,Dragon,Orichalcum Pulse,None,None,9,Undiscovered,None,FALSE,TRUE,FALSE,TRUE
Miraidon,1008,670,100,85,100,135,115,135,Electric,Dragon,Hadron Engine,None,None,9,Undiscovered,None,FALSE,TRUE,FALSE,TRUE
